#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_002368375.1	PRJNA224116	SAMD00081173		na	2005461	2005461	Calothrix sp. NIES-4101	strain=NIES-4101		suppressed	Complete Genome	Major	Full	2017/06/25	ASM236837v1	Toyohashi University of Technology	GCA_002368375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/368/375/GCF_002368375.1_ASM236837v1		
GCF_002370085.1	PRJNA224116	SAMN07314877	NKYH00000000.1	na	173	173	Leptospira interrogans	strain=CUDO5		replaced	Contig	Major	Full	2017/09/26	ASM237008v1	Chulalongkorn University	GCA_002370085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/370/085/GCF_002370085.1_ASM237008v1		
GCF_002370195.1	PRJNA224116	SAMD00082770		na	51173	51173	Ureibacillus thermosphaericus			replaced	Contig	Major	Full	2017/06/25	ASM237019v1	Bioconversion Group, Research Institute for Sustainable Chemistry, Materials and Chemistry, National Institute of Advanced Industrial Science and Technology	GCA_002370195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/370/195/GCF_002370195.1_ASM237019v1		
GCF_002370525.1	PRJNA224116	SAMD00018975		na	106649	106649	Acinetobacter guillouiae			replaced	Contig	Major	Full	2014/08/26	ASM237052v1	National Institute of Technology and Evaluation	GCA_002370525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/370/525/GCF_002370525.1_ASM237052v1		
GCF_002374845.1	PRJNA224116	SAMN07666453	NWVI00000000.1	na	955	955	Wolbachia pipientis	strain=HN2016		replaced	Scaffold	Major	Full	2017/09/27	ASM237484v1	New Mexico State University	GCA_002374845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/374/845/GCF_002374845.1_ASM237484v1		
GCF_002375125.1	PRJNA485481			na	1640277	1640277	Grapevine Cabernet Sauvignon reovirus		CS-BR	replaced	Complete Genome	Major	Full	2015/08/24	ASM237512v1		GCA_002375125.1	identical	na		
GCF_002379145.1	PRJNA224116	SAMN07666472	NWVH00000000.1	na	955	955	Wolbachia pipientis	strain=FL2016		replaced	Scaffold	Major	Full	2017/09/27	ASM237914v1	New Mexico State University	GCA_002379145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/379/145/GCF_002379145.1_ASM237914v1		
GCF_002386225.1	PRJNA224116	SAMN07312489		na	573	573	Klebsiella pneumoniae	strain=FDAARGOS_445		suppressed	Complete Genome	Major	Full	2017/09/28	ASM238622v1	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_002386225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/386/225/GCF_002386225.1_ASM238622v1		
GCF_002407525.1	PRJNA224116	SAMN07312432		na	292	292	Burkholderia cepacia	strain=FDAARGOS_388		suppressed	Complete Genome	Major	Full	2017/09/28	ASM240752v2	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_002407525.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/407/525/GCF_002407525.1_ASM240752v2		
GCF_002411865.1	PRJNA224116	SAMN07692776	NXHR00000000.1	na	287	287	Pseudomonas aeruginosa	strain=97		replaced	Contig	Major	Full	2017/10/03	ASM241186v1	Norwegian National Advisory Unit on Detection of Antimicrobial Resistance	GCA_002411865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/411/865/GCF_002411865.1_ASM241186v1		
GCF_002411865.2	PRJNA224116	SAMN07692776		na	287	287	Pseudomonas aeruginosa	strain=97		replaced	Complete Genome	Major	Full	2018/08/15	ASM241186v2	Norwegian National Advisory Unit on Detection of Antimicrobial Resistance	GCA_002411865.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/411/865/GCF_002411865.2_ASM241186v2		
GCF_002412335.1	PRJNA224116	SAMN07709717	NXIB00000000.1	na	2040638	54313	Tychonema bourrellyi FEM_GT703	strain=FEM_GT703		replaced	Contig	Major	Full	2017/10/03	ASM241233v1	University of Trento	GCA_002412335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/412/335/GCF_002412335.1_ASM241233v1		
GCF_002441855.1	PRJNA224116	SAMN07702432	NXNL00000000.1	na	2041044	2041044	Eubacterium maltosivorans	strain=YI		replaced	Scaffold	Major	Full	2017/10/04	ASM244185v1	wageningen university and reasearch	GCA_002441855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/441/855/GCF_002441855.1_ASM244185v1		
GCF_002442495.1	PRJNA224116	SAMN07594326		na	29486	29486	Yersinia ruckeri	strain=NHV_3758		replaced	Complete Genome	Major	Full	2017/10/04	ASM244249v1	University of Oslo	GCA_002442495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/442/495/GCF_002442495.1_ASM244249v1		
GCF_002442995.1	PRJNA224116	SAMN06706581		na	1935181	623	Shigella flexneri 1c	strain=Y394		replaced	Complete Genome	Major	Full	2017/10/04	ASM244299v1	Australian National University	GCA_002442995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/442/995/GCF_002442995.1_ASM244299v1		
GCF_002443015.1	PRJNA224116	SAMN07311132		na	293387	293387	Bacillus altitudinis	strain=SGAir0031		replaced	Complete Genome	Major	Full	2017/10/04	ASM244301v1	Nanyang Technological University	GCA_002443015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/443/015/GCF_002443015.1_ASM244301v1		
GCF_002443275.1	PRJNA224116	SAMD00093542	BEVY00000000.1	na	280145	280145	Acinetobacter colistiniresistens	strain=NR1165		suppressed	Contig	Major	Full	2017/09/29	ASM244327v1	Microbiology and Infectious Diseases, Nara Medical University	GCA_002443275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/443/275/GCF_002443275.1_ASM244327v1		
GCF_002494365.1	PRJNA224116	SAMN07692432	NXEL00000000.1	na	562	562	Escherichia coli	strain=KL53		replaced	Scaffold	Major	Full	2017/10/10	ASM249436v1	Comenius University in Bratislava	GCA_002494365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/494/365/GCF_002494365.1_ASM249436v1		
GCF_002494375.1	PRJNA224116	SAMN07653191	NWUZ00000000.1	na	2037913	2037913	Geobacillus yumthangensis	strain=AYN2		suppressed	Scaffold	Major	Full	2017/10/10	ASM249437v1	sikkim university	GCA_002494375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/494/375/GCF_002494375.1_ASM249437v1	contaminated ; untrustworthy as type	
GCF_002494385.1	PRJNA224116	SAMN07660997	NWBS00000000.1	na	672	672	Vibrio vulnificus	strain=03_7315		replaced	Contig	Major	Full	2017/10/10	ASM249438v1	Instituto Adolfo Lutz	GCA_002494385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/494/385/GCF_002494385.1_ASM249438v1		
GCF_002494395.1	PRJNA224116	SAMN07690114	NXFG00000000.1	na	54291	54291	Raoultella ornithinolytica	strain=15-1421		replaced	Contig	Major	Full	2017/10/10	ASM249439v1	CIDICS-UANL	GCA_002494395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/494/395/GCF_002494395.1_ASM249439v1		
GCF_002531755.1	PRJNA224116	SAMN07627169	NWSS00000000.1	na	1538158	1538158	Rhizobium acidisoli	strain=FH23		replaced	Contig	Major	Full	2017/10/12	ASM253175v1	Northwest A&F University	GCA_002531755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/531/755/GCF_002531755.1_ASM253175v1		
GCF_002532515.1	PRJNA224116	SAMN07205632	NITO00000000.1	na	28141	28141	Cronobacter sakazakii	strain=MOD1_Jor175		replaced	Contig	Major	Full	2017/10/12	ASM253251v1	FDA/CFSAN	GCA_002532515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/532/515/GCF_002532515.1_ASM253251v1		
GCF_002549895.1	PRJNA224116	SAMN07350069	NMTS00000000.1	na	853	853	Faecalibacterium prausnitzii	strain=CNCM I 4542		replaced	Scaffold	Major	Full	2017/10/13	ASM254989v1	Federal University of Minas Gerais	GCA_002549895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/549/895/GCF_002549895.1_ASM254989v1		
GCF_002550395.1	PRJNA224116	SAMN07598663	NVLR00000000.1	na	1392	1392	Bacillus anthracis	strain=AFS096050		suppressed	Scaffold	Major	Full	2017/10/13	ASM255039v1	UNC Chapel Hill	GCA_002550395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/550/395/GCF_002550395.1_ASM255039v1	unverified source organism	
GCF_002551535.1	PRJNA224116	SAMN07758018	PDBT00000000.1	na	2024408	2024408	Neisseria sp. N95_16	strain=N95_16		replaced	Contig	Major	Full	2017/10/13	ASM255153v1	Instituto Adolfo Lutz	GCA_002551535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/551/535/GCF_002551535.1_ASM255153v1		
GCF_002552535.1	PRJNA224116	SAMN07598621	NVMT00000000.1	na	1392	1392	Bacillus anthracis	strain=AFS093149		suppressed	Scaffold	Major	Full	2017/10/13	ASM255253v1	UNC Chapel Hill	GCA_002552535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/552/535/GCF_002552535.1_ASM255253v1	unverified source organism	
GCF_002553265.1	PRJNA224116	SAMN07598617	NVMW00000000.1	na	1392	1392	Bacillus anthracis	strain=AFS092859		suppressed	Scaffold	Major	Full	2017/10/13	ASM255326v1	UNC Chapel Hill	GCA_002553265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/553/265/GCF_002553265.1_ASM255326v1	unverified source organism	
GCF_002554555.1	PRJNA224116	SAMN07312451	PDEG00000000.1	na	549	549	Pantoea agglomerans	strain=FDAARGOS_407		suppressed	Contig	Major	Full	2017/10/16	ASM255455v1	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_002554555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/554/555/GCF_002554555.1_ASM255455v1	unverified source organism	
GCF_002554625.1	PRJNA224116	SAMN06173370	NJFX00000000.1	na	630	630	Yersinia enterocolitica	strain=FDAARGOS_357		replaced	Contig	Major	Full	2017/10/16	ASM255462v1	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_002554625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/554/625/GCF_002554625.1_ASM255462v1		
GCF_002558195.1	PRJNA224116	SAMN07597410	NTVL00000000.1	na	1392	1392	Bacillus anthracis	strain=AFS012870		suppressed	Scaffold	Major	Full	2017/10/16	ASM255819v1	UNC Chapel Hill	GCA_002558195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/558/195/GCF_002558195.1_ASM255819v1	unverified source organism	
GCF_002558675.1	PRJNA224116	SAMN07597291	NTYQ00000000.1	na	1392	1392	Bacillus anthracis	strain=AFS003761		suppressed	Scaffold	Major	Full	2017/10/16	ASM255867v1	UNC Chapel Hill	GCA_002558675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/558/675/GCF_002558675.1_ASM255867v1	unverified source organism	
GCF_002558905.1	PRJNA224116	SAMN07597270	NTZE00000000.1	na	1392	1392	Bacillus anthracis	strain=AFS002415		suppressed	Scaffold	Major	Full	2017/10/16	ASM255890v1	UNC Chapel Hill	GCA_002558905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/558/905/GCF_002558905.1_ASM255890v1	unverified source organism	
GCF_002559375.1	PRJNA224116	SAMN07597256	NTZN00000000.1	na	1392	1392	Bacillus anthracis	strain=AFS001713		suppressed	Scaffold	Major	Full	2017/10/16	ASM255937v1	UNC Chapel Hill	GCA_002559375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/559/375/GCF_002559375.1_ASM255937v1	unverified source organism	
GCF_002559605.1	PRJNA224116	SAMN07597620	NTSY00000000.1	na	1392	1392	Bacillus anthracis	strain=AFS028506		suppressed	Scaffold	Major	Full	2017/10/16	ASM255960v1	UNC Chapel Hill	GCA_002559605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/559/605/GCF_002559605.1_ASM255960v1	unverified source organism	
GCF_002559755.1	PRJNA224116	SAMN07597608	NTQB00000000.1	na	1392	1392	Bacillus anthracis	strain=AFS027725		suppressed	Scaffold	Major	Full	2017/10/16	ASM255975v1	UNC Chapel Hill	GCA_002559755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/559/755/GCF_002559755.1_ASM255975v1	unverified source organism	
GCF_002559785.1	PRJNA224116	SAMN07597603	NTQC00000000.1	na	1392	1392	Bacillus anthracis	strain=AFS027605		suppressed	Scaffold	Major	Full	2017/10/16	ASM255978v1	UNC Chapel Hill	GCA_002559785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/559/785/GCF_002559785.1_ASM255978v1	unverified source organism	
GCF_002560185.1	PRJNA224116	SAMN07597571	NTQV00000000.1	na	1392	1392	Bacillus anthracis	strain=AFS025007		suppressed	Scaffold	Major	Full	2017/10/16	ASM256018v1	UNC Chapel Hill	GCA_002560185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/560/185/GCF_002560185.1_ASM256018v1	unverified source organism	
GCF_002560535.1	PRJNA224116	SAMN07597543	NTRN00000000.1	na	1392	1392	Bacillus anthracis	strain=AFS023305		suppressed	Scaffold	Major	Full	2017/10/16	ASM256053v1	UNC Chapel Hill	GCA_002560535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/560/535/GCF_002560535.1_ASM256053v1	unverified source organism	
GCF_002560675.1	PRJNA224116	SAMN07597534	NTRT00000000.1	na	1392	1392	Bacillus anthracis	strain=AFS022655		suppressed	Scaffold	Major	Full	2017/10/16	ASM256067v1	UNC Chapel Hill	GCA_002560675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/560/675/GCF_002560675.1_ASM256067v1	unverified source organism	
GCF_002561055.1	PRJNA224116	SAMN07597476	NTTQ00000000.1	na	1392	1392	Bacillus anthracis	strain=AFS018197		suppressed	Scaffold	Major	Full	2017/10/16	ASM256105v1	UNC Chapel Hill	GCA_002561055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/561/055/GCF_002561055.1_ASM256105v1	unverified source organism	
GCF_002561195.1	PRJNA224116	SAMN07597465	NTTY00000000.1	na	1392	1392	Bacillus anthracis	strain=AFS017361		suppressed	Scaffold	Major	Full	2017/10/16	ASM256119v1	UNC Chapel Hill	GCA_002561195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/561/195/GCF_002561195.1_ASM256119v1	unverified source organism	
GCF_002561395.1	PRJNA224116	SAMN07597445	NTUM00000000.1	na	1392	1392	Bacillus anthracis	strain=AFS016024		suppressed	Scaffold	Major	Full	2017/10/16	ASM256139v1	UNC Chapel Hill	GCA_002561395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/561/395/GCF_002561395.1_ASM256139v1	unverified source organism	
GCF_002561555.1	PRJNA224116	SAMN07597436	NTUV00000000.1	na	1392	1392	Bacillus anthracis	strain=AFS015248		suppressed	Scaffold	Major	Full	2017/10/16	ASM256155v1	UNC Chapel Hill	GCA_002561555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/561/555/GCF_002561555.1_ASM256155v1	unverified source organism	
GCF_002561845.1	PRJNA224116	SAMN07597468	NTTW00000000.1	na	1392	1392	Bacillus anthracis	strain=AFS017475		suppressed	Scaffold	Major	Full	2017/10/16	ASM256184v1	UNC Chapel Hill	GCA_002561845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/561/845/GCF_002561845.1_ASM256184v1	unverified source organism	
GCF_002563115.1	PRJNA224116	SAMN07597510	NTSI00000000.1	na	1392	1392	Bacillus anthracis	strain=AFS020887		suppressed	Scaffold	Major	Full	2017/10/16	ASM256311v1	UNC Chapel Hill	GCA_002563115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/563/115/GCF_002563115.1_ASM256311v1	unverified source organism	
GCF_002564895.1	PRJNA224116	SAMN07598459	NUXT00000000.1	na	1392	1392	Bacillus anthracis	strain=AFS079591		suppressed	Scaffold	Major	Full	2017/10/17	ASM256489v1	UNC Chapel Hill	GCA_002564895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/564/895/GCF_002564895.1_ASM256489v1	unverified source organism	
GCF_002566085.1	PRJNA224116	SAMN07598536	NUVW00000000.1	na	1392	1392	Bacillus anthracis	strain=AFS085583		suppressed	Scaffold	Major	Full	2017/10/17	ASM256608v1	UNC Chapel Hill	GCA_002566085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/566/085/GCF_002566085.1_ASM256608v1	unverified source organism	
GCF_002567055.1	PRJNA224116	SAMN07598371	NUZW00000000.1	na	1392	1392	Bacillus anthracis	strain=AFS072900		suppressed	Contig	Major	Full	2017/10/17	ASM256705v1	UNC Chapel Hill	GCA_002567055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/567/055/GCF_002567055.1_ASM256705v1	unverified source organism	
GCF_002567755.1	PRJNA224116	SAMN07598312	NVBB00000000.1	na	1392	1392	Bacillus anthracis	strain=AFS068624		suppressed	Scaffold	Major	Full	2017/10/17	ASM256775v1	UNC Chapel Hill	GCA_002567755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/567/755/GCF_002567755.1_ASM256775v1	unverified source organism	
GCF_002568085.1	PRJNA224116	SAMN07598266	NVCL00000000.1	na	1428	1428	Bacillus thuringiensis	strain=AFS065631		suppressed	Scaffold	Major	Full	2017/10/17	ASM256808v1	UNC Chapel Hill	GCA_002568085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/568/085/GCF_002568085.1_ASM256808v1	unverified source organism	
GCF_002570575.1	PRJNA224116	SAMN07598211	NVDP00000000.1	na	1392	1392	Bacillus anthracis	strain=AFS060304		suppressed	Scaffold	Major	Full	2017/10/17	ASM257057v1	UNC Chapel Hill	GCA_002570575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/570/575/GCF_002570575.1_ASM257057v1	unverified source organism	
GCF_002570775.1	PRJNA224116	SAMN07598231	NVDD00000000.1	na	1392	1392	Bacillus anthracis	strain=AFS062118		suppressed	Scaffold	Major	Full	2017/10/17	ASM257077v1	UNC Chapel Hill	GCA_002570775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/570/775/GCF_002570775.1_ASM257077v1	unverified source organism	
GCF_002571055.1	PRJNA224116	SAMN07598183	NVEN00000000.1	na	1392	1392	Bacillus anthracis	strain=AFS058633		suppressed	Scaffold	Major	Full	2017/10/17	ASM257105v1	UNC Chapel Hill	GCA_002571055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/571/055/GCF_002571055.1_ASM257105v1	unverified source organism	
GCF_002574185.1	PRJNA224116	SAMN07598168	NUFQ00000000.1	na	1392	1392	Bacillus anthracis	strain=AFS057764		suppressed	Scaffold	Major	Full	2017/10/18	ASM257418v1	UNC Chapel Hill	GCA_002574185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/574/185/GCF_002574185.1_ASM257418v1	unverified source organism	
GCF_002574755.1	PRJNA224116	SAMN07598172	NUFM00000000.1	na	1392	1392	Bacillus anthracis	strain=AFS058037		suppressed	Scaffold	Major	Full	2017/10/18	ASM257475v1	UNC Chapel Hill	GCA_002574755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/574/755/GCF_002574755.1_ASM257475v1	unverified source organism	
GCF_002575885.1	PRJNA224116	SAMN07598031	NUJA00000000.1	na	1392	1392	Bacillus anthracis	strain=AFS048113		suppressed	Scaffold	Major	Full	2017/10/18	ASM257588v1	UNC Chapel Hill	GCA_002575885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/575/885/GCF_002575885.1_ASM257588v1	unverified source organism	
GCF_002576295.1	PRJNA224116	SAMN07597982	NUKJ00000000.1	na	1392	1392	Bacillus anthracis	strain=AFS044195		suppressed	Scaffold	Major	Full	2017/10/18	ASM257629v1	UNC Chapel Hill	GCA_002576295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/576/295/GCF_002576295.1_ASM257629v1	unverified source organism	
GCF_002576945.1	PRJNA224116	SAMN07597993	NUKC00000000.1	na	1392	1392	Bacillus anthracis	strain=AFS044825		suppressed	Scaffold	Major	Full	2017/10/18	ASM257694v1	UNC Chapel Hill	GCA_002576945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/576/945/GCF_002576945.1_ASM257694v1	unverified source organism	
GCF_002577275.1	PRJNA224116	SAMN07597946	NULL00000000.1	na	1392	1392	Bacillus anthracis	strain=AFS041580		suppressed	Scaffold	Major	Full	2017/10/18	ASM257727v1	UNC Chapel Hill	GCA_002577275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/577/275/GCF_002577275.1_ASM257727v1	unverified source organism	
GCF_002577475.1	PRJNA224116	SAMN07597932	NULV00000000.1	na	1392	1392	Bacillus anthracis	strain=AFS040794		suppressed	Scaffold	Major	Full	2017/10/18	ASM257747v1	UNC Chapel Hill	GCA_002577475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/577/475/GCF_002577475.1_ASM257747v1	unverified source organism	
GCF_002584475.1	PRJNA224116	SAMN07597826	NUOP00000000.1	na	1392	1392	Bacillus anthracis	strain=AFS032297		suppressed	Scaffold	Major	Full	2017/10/18	ASM258447v1	UNC Chapel Hill	GCA_002584475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/584/475/GCF_002584475.1_ASM258447v1	unverified source organism	
GCF_002584485.1	PRJNA224116	SAMN07597835	NUOK00000000.1	na	1392	1392	Bacillus anthracis	strain=AFS032990		suppressed	Scaffold	Major	Full	2017/10/18	ASM258448v1	UNC Chapel Hill	GCA_002584485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/584/485/GCF_002584485.1_ASM258448v1	unverified source organism	
GCF_002584885.1	PRJNA224116	SAMN07597790	NUPS00000000.1	na	1392	1392	Bacillus anthracis	strain=AFS029987		suppressed	Scaffold	Major	Full	2017/10/18	ASM258488v1	UNC Chapel Hill	GCA_002584885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/584/885/GCF_002584885.1_ASM258488v1	unverified source organism	
GCF_002585175.1	PRJNA224116	SAMN07597889	NUND00000000.1	na	1392	1392	Bacillus anthracis	strain=AFS037377		suppressed	Scaffold	Major	Full	2017/10/18	ASM258517v1	UNC Chapel Hill	GCA_002585175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/585/175/GCF_002585175.1_ASM258517v1	unverified source organism	
GCF_002591665.1	PRJNA224116	SAMN07359232	NNAQ00000000.1	na	358	358	Agrobacterium tumefaciens	strain=186		replaced	Chromosome	Major	Full	2017/10/20	ASM259166v1	USDA-ARS	GCA_002591665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/591/665/GCF_002591665.1_ASM259166v1		
GCF_002591965.1	PRJNA224116	SAMN07459824	NPOO00000000.1	na	1352	1352	Enterococcus faecium	strain=JB00008		suppressed	Scaffold	Major	Full	2017/10/19	ASM259196v1	Kangwon National University	GCA_002591965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/591/965/GCF_002591965.1_ASM259196v1	contaminated	
GCF_002682815.1	PRJNA224116	SAMN05195916	NMUD00000000.1	na	2018481	2018481	Listeria sp. CFSAN051021	strain=CFSAN051021		suppressed	Contig	Major	Full	2017/10/24	ASM268281v1	FDA	GCA_002682815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/682/815/GCF_002682815.1_ASM268281v1		
